Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Normalized_Input,Category
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,36851614,Missing,Missing,Missing,autoreactive antibody to Epstein-Barr Virus reactivation,increases,chronic fatigue syndrome,CBM,autoreactive antibody to epstein barr virus reactivation chronic fatigue syndrome,Viral Entry and Neuroinvasion
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,36851614,Missing,Missing,Missing,autoreactive antibody to Epstein-Barr Virus reactivation,increases,Post-Acute COVID-19 Syndrome,CBM,autoreactive antibody to epstein barr virus reactivation post acute covid 19 syndrome,Immune and Inflammatory Response
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,36851614,Missing,Missing,Missing,"autoreactive antibody to Herpes Simplex reactivation, CTCAE",increases,myalgic encephalomeyelitis/chronic fatigue syndrome,CBM,"autoreactive antibody to herpes simplex reactivation, ctcae myalgic encephalomeyelitis/chronic fatigue syndrome",Systemic Cross-Organ Effects
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,36851614,Missing,Missing,Missing,"autoreactive antibody to Herpes Simplex reactivation, CTCAE",increases,chronic fatigue syndrome,CBM,"autoreactive antibody to herpes simplex reactivation, ctcae chronic fatigue syndrome",Systemic Cross-Organ Effects
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,36851614,Missing,Missing,Missing,"autoreactive antibody to Herpes Simplex reactivation, CTCAE",increases,Post-Acute COVID-19 Syndrome,CBM,"autoreactive antibody to herpes simplex reactivation, ctcae post acute covid 19 syndrome",Systemic Cross-Organ Effects
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,COVID-19 invasion,Missing,Missing,COVID-19,infects,Lungs,CBM,covid 19 lungs,Systemic Cross-Organ Effects
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,COVID-19 invasion,Missing,Missing,COVID-19,infects,Intestines,CBM,covid 19 intestines,Systemic Cross-Organ Effects
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,Missing,Blood Vessels,Missing,COVID-19,infects,monocyte,CBM,covid 19 monocyte,Systemic Cross-Organ Effects
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,Missing,Blood Vessels,Missing,COVID-19,infects,T cell,CBM,covid 19 t cell,Systemic Cross-Organ Effects
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,Missing,Blood Vessels,Missing,COVID-19,infects,macrophage,CBM,covid 19 macrophage,Systemic Cross-Organ Effects
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,Missing,Blood Vessels,Missing,COVID-19,infects,neutrophil,CBM,covid 19 neutrophil,Systemic Cross-Organ Effects
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,Missing,Nervous System,Missing,COVID-19,infects,olfactory epithelial cell,CBM,covid 19 olfactory epithelial cell,Viral Entry and Neuroinvasion
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,Missing,Lymphatic System,Missing,COVID-19,infects,Lymph Nodes,CBM,covid 19 lymph nodes,Viral Entry and Neuroinvasion
image_33,https://www.frontiersin.org/files/Articles/662786/fnagi-13-662786-HTML/image_m/fnagi-13-662786-g002.jpg,34149397,Missing,Lymphatic System,Missing,COVID-19,infects,Lymphatic Vessels,CBM,covid 19 lymphatic vessels,Vascular Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,Severe acute respiratory syndrome coronavirus 2,increases,binds to NRP1,CBM,severe acute respiratory syndrome coronavirus 2 binds to nrp1,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,COVID-19,increases,hypoxia,CBM,covid 19 hypoxia,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,COVID-19,increases,SNCA aggregation,CBM,covid 19 snca aggregation,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,COVID-19,increases,TNF,CBM,covid 19 tnf,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,COVID-19,increases,IL6,CBM,covid 19 il6,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,COVID-19,increases,Cytokine storm,CBM,covid 19 cytokine storm,Immune and Inflammatory Response
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,COVID-19,increases,impaired blood-brain barrier function,CBM,covid 19 impaired blood brain barrier function,Viral Entry and Neuroinvasion
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,Cytokine storm,increases,impaired blood-brain barrier function,CBM,cytokine storm impaired blood brain barrier function,Viral Entry and Neuroinvasion
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,hypoxia,increases,brain ischemia,CBM,hypoxia brain ischemia,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,hypoxia,increases,microhemorrhage,CBM,hypoxia microhemorrhage,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,hypoxia,increases,oligodendroglial cell injury,CBM,hypoxia oligodendroglial cell injury,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,hypoxia,increases,altered metabolic pathway,CBM,hypoxia altered metabolic pathway,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,hypoxia,increases,HIF1A,CBM,hypoxia hif1a,Systemic Cross-Organ Effects
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,HIF1A,increases,inflammatory macrophage,CBM,hif1a inflammatory macrophage,Immune and Inflammatory Response
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,HIF1A,increases,dendritic cell,CBM,hif1a dendritic cell,Viral Entry and Neuroinvasion
image_34,https://www.frontiersin.org/files/Articles/697079/fneur-12-697079-HTML/image_m/fneur-12-697079-g001.jpg,34393976,COVID-19,Brain,Missing,HIF1A,increases,TNF,CBM,hif1a tnf,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,SARS-CoV-2 S binding to ACE2,decreases,ACE2,CBM,sars cov 2 s binding to ace2 ace2,Systemic Cross-Organ Effects
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,ACE2,increases,angiotensin,CBM,ace2 angiotensin,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,angiotensin,increases,angiotensin 1-9,CBM,angiotensin angiotensin 1 9,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,ACE2,increases,angiotensin II,CBM,ace2 angiotensin ii,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,angiotensin II,increases,angiotensin 1-9,CBM,angiotensin ii angiotensin 1 9,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,angiotensin II,increases,angiotensin,CBM,angiotensin ii angiotensin,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,angiotensin II,increases,VEGF,CBM,angiotensin ii vegf,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,VEGF,increases,angiotensin II,CBM,vegf angiotensin ii,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,VEGF,increases,pathological neovascularization,CBM,vegf pathological neovascularization,Vascular Effects
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,pathological neovascularization,increases,brain inflammation,CBM,pathological neovascularization brain inflammation,Vascular Effects
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,angiotensin II,increases,ICAM1,CBM,angiotensin ii icam1,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,angiotensin II,increases,IL6,CBM,angiotensin ii il6,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,angiotensin II,increases,TNF,CBM,angiotensin ii tnf,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,angiotensin II,increases,LTA,CBM,angiotensin ii lta,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,ICAM1,increases,brain inflammation,CBM,icam1 brain inflammation,Immune and Inflammatory Response
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,IL6,increases,brain inflammation,CBM,il6 brain inflammation,Viral Entry and Neuroinvasion
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,TNF,increases,brain inflammation,CBM,tnf brain inflammation,Immune and Inflammatory Response
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,33907373,brain inflammation,Brain,cerebrovascular endothelial cell,LTA,increases,brain inflammation,CBM,lta brain inflammation,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,toxin,increases,mast cell activation,CBM,toxin mast cell activation,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,Severe acute respiratory syndrome coronavirus 2,increases,mast cell activation,CBM,severe acute respiratory syndrome coronavirus 2 mast cell activation,Systemic Cross-Organ Effects
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,mast cell activation,increases,CCL2,CBM,mast cell activation ccl2,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,mast cell activation,increases,CCXL8,CBM,mast cell activation ccxl8,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,mast cell activation,increases,histamine,CBM,mast cell activation histamine,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,mast cell activation,increases,IL1B,CBM,mast cell activation il1b,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,mast cell activation,increases,IL6,CBM,mast cell activation il6,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,mast cell activation,increases,IL33,CBM,mast cell activation il33,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,mast cell activation,increases,VEGF,CBM,mast cell activation vegf,Immune and Inflammatory Response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,36899824,NeuroCOVID,Hypothalamus; Amygdala,Missing,mast cell activation,increases,SPP1,CBM,mast cell activation spp1,Immune and Inflammatory Response
