Image_number;URL;PMID;Pathophysiological Process;Anatomy;Cell;Subject;Object;Source;Predicate
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;angiotensin II;AGTR1;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;microglial cell activation;AGTR1;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;microglial cell activation;NLRP3;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;NLRP3;NLRP3 inflammasome complex;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;NLRP3 inflammasome complex;cytokine production involved in inflammatory response;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;AGTR1;cytokine production involved in inflammatory response;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;cytokine production involved in inflammatory response;APP;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;cytokine production involved in inflammatory response;MAPT;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;APP;Nerve Degeneration;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;MAPT;Nerve Degeneration;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;Nerve Degeneration;Alzheimer's disease;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;NLRP3;NLRP3 inflammasome complex;CBM;INCREASE
image_23;https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;36089575;COVID-19;Missing;Missing;MAS1;cytokine production involved in inflammatory response;CBM;DECREASE
image_24;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;32623546;COVID-19;"Prosencephalon; Autonomic Pathways";Missing;SARS-CoV-2 S binding to ACE2;impaired neuron physiology;CBM;INCREASE
image_24;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;32623546;COVID-19;"Prosencephalon; Autonomic Pathways";Missing;SARS-CoV-2 S binding to ACE2;Nerve Degeneration;CBM;INCREASE
image_24;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;32623546;Missing;Lung;Missing;ACE2 expressing neuron;respiratory failure;CBM;INCREASE
image_24;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;32623546;Missing;Missing;Missing;impaired neuron physiology;respiratory failure;CBM;INCREASE
image_24;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;32623546;Missing;Missing;Missing;Nerve Degeneration;respiratory failure;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Physical Distancing;Stress, Psychological;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Social Distancing;Stress, Psychological;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Limited outdoor activity;Stress, Psychological;CBM;DECREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Stereotyping;Stress, Psychological;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Social Discrimination;Stress, Psychological;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;health overconcern;Stress, Psychological;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;misinformation;Stress, Psychological;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Stress, Psychological;acute psychosis;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Stress, Psychological;anxiety;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Stress, Psychological;depression;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Stress, Psychological;Missing;Missing;Stress, Psychological;sleep disturbance;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;COVID-19;Missing;Missing;COVID-19;Upper Respiratory Tract Infection;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;COVID-19;Missing;Missing;COVID-19;Lower Respiratory Tract Infection;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;COVID-19;Missing;Missing;COVID-19;Immune dysregulation;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;COVID-19;Missing;Missing;COVID-19;neuron apoptotic process;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;COVID-19;Missing;Missing;COVID-19;Neurodegeneration;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;COVID-19;Missing;Missing;COVID-19;abnormal dopamine metabolism;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;"Systemic illness; Stress, Psychological";Missing;Missing;Parkinson's disease;Motor deterioration;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;"Systemic illness; Stress, Psychological";Missing;Missing;Parkinson's disease;Sedentary Lifestyle;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Respiratory complication;Missing;Missing;Parkinson's disease;Restrictive ventilatory defect;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Respiratory complication;Missing;Missing;Parkinson's disease;Upper airway obstruction;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Respiratory complication;Missing;Missing;Parkinson's disease;aspiration pneumonia;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Respiratory complication;Missing;Missing;Parkinson's disease;Deglutition Disorders;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Respiratory complication;Missing;Missing;Parkinson's disease;clearing recreations;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Respiratory complication;Missing;Missing;Parkinson's disease;respiratory centre involvement;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;gastrointestinal system disease;Missing;Missing;Parkinson's disease;gastroparesis;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;gastrointestinal system disease;Missing;Missing;Parkinson's disease;diarrhea;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;gastrointestinal system disease;Missing;Missing;gastrointestinal system disease;diarrhea;CBM;INCREASE
image_25;https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;32344993;Missing;Missing;Missing;Parkinson's disease;drug absorption;CBM;DECREASE
image_26;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;35028901;COVID-19;Missing;"astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte";SARS-CoV-2 Spike Glycoprotein;endothelial damage;CBM;INCREASE
image_26;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;35028901;COVID-19;Missing;"astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte";SARS-CoV-2 Spike Glycoprotein;inflammation;CBM;INCREASE
image_26;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;35028901;COVID-19;Missing;"astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte";SARS-CoV-2 Spike Glycoprotein;toxic encephalopathy;CBM;INCREASE
image_26;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;35028901;COVID-19;Missing;"astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte";endothelial damage;Post-Acute COVID-19 Syndrome;CBM;INCREASE
image_26;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;35028901;COVID-19;Missing;"astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte";inflammation;Post-Acute COVID-19 Syndrome;CBM;INCREASE
image_26;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;35028901;COVID-19;Missing;"astrocyte; endothelial cell; lymphocyte; mast cell; microglial cell; neuron; pericyte";toxic encephalopathy;Post-Acute COVID-19 Syndrome;CBM;INCREASE
image_26;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;35028901;Missing;Blood-Brain Barrier;Missing;Severe acute respiratory syndrome coronavirus 2;impaired blood-brain barrier function;CBM;INCREASE
image_27;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png;37735344;COVID-19;Missing;Missing;SARS-CoV-2 Spike Protein S1;docking of SNCA to receptor binding domain;CBM;INCREASE
image_27;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png;37735344;COVID-19;Missing;Missing;SARS-CoV-2 Spike Protein S2;docking of SNCA to receptor binding domain;CBM;INCREASE
image_27;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png;37735344;COVID-19;Missing;Missing;docking of SNCA to receptor binding domain;SNCA aggregation;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;COVID-19;Brain;Missing;COVID-19;encephalitis;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;COVID-19;Brain;Missing;encephalitis;seizure;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;COVID-19;Brain;Missing;COVID-19;inflammation;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;COVID-19;Brain;Missing;blood coagulation;Ischemic Stroke;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;COVID-19;Brain;Missing;inflammation;encephalopathy;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Lung;Missing;COVID-19;systemic inflammation;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Lung;Missing;systemic inflammation;seizure;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Lung;Missing;systemic inflammation;encephalopathy;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Lung;Missing;hypoxia;seizure;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Lung;Missing;hypoxia;encephalopathy;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;systemic inflammation;blood coagulation;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;SARS-CoV-2 S binding to ACE2;angiotensin II;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;angiotensin II;inflammation;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;angiotensin II;endothelial damage;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;inflammation;blood coagulation;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;endothelial damage;blood coagulation;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;angiotensin II;vasoconstriction;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;angiotensin II;fluid retention;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;vasoconstriction;hypertension;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;fluid retention;hypertension;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Blood Vessels;Missing;hypertension;Cerebral Hemorrhage;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Missing;Missing;COVID-19;Myalgia;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Missing;Missing;COVID-19;Anosmia;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Missing;Missing;COVID-19;Ageusia;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Missing;Missing;COVID-19;headache;CBM;INCREASE
image_28;https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;33920904;Missing;Missing;Missing;COVID-19;dizziness;CBM;INCREASE
image_29;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;35668063;COVID-19;Missing;Missing;COVID-19;maternal immune activation;CBM;INCREASE
image_29;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;35668063;COVID-19;Missing;Missing;COVID-19;Stress, Psychological;CBM;INCREASE
image_29;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;35668063;COVID-19;Missing;Missing;COVID-19;anxiety;CBM;INCREASE
image_29;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;35668063;COVID-19;Missing;Missing;COVID-19;depression;CBM;INCREASE
image_29;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;35668063;COVID-19;Uterus;Missing;maternal immune activation;inflammatory cytokine crossing placenta barrier;CBM;INCREASE
image_29;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;35668063;COVID-19;Uterus;Missing;maternal immune activation;IgG crossing placenta barrier;CBM;INCREASE
